,CoC,Year,Organization Name,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Total Year Round Beds,Total Seasonal Beds,PIT Count,Total Beds,State,County
1141,CA-514,2012,Valley Teen Ranch,Transitional Living Home,TH,F,61410,C,4,,4.0,4,CA,Fresno
1142,CA-514,2012,West Care,Alpha Zeta Phi House-RHY,TH,F,61410,C,24,,14.0,24,CA,Fresno
1143,CA-514,2012,West Care,GPD HomeFront,TH,F,61410,C,24,,18.0,24,CA,Fresno
1144,CA-514,2012,West Care,GPD Veteran's Plaza,TH,F,61410,U,28,,,28,CA,Fresno
1145,CA-514,2012,West Care,HOPWA housing,TH,F,61410,C,6,,3.0,6,CA,Fresno
1146,CA-514,2012,West Care,HPRP City,HPRP,,61410,C,10,,10.0,10,CA,Fresno
1147,CA-514,2012,West Care,MLK-Temporary Care,TH,F,61410,C,85,,78.0,85,CA,Fresno
1148,CA-514,2012,West Care,Transitional SLE,TH,F,61410,C,58,,47.0,58,CA,Fresno
1149,CA-612,2012,Ascencia,Emergency Shelter,ES,F,61464,C,40,0.0,43.0,40,CA,Glendale
1150,CA-612,2012,Ascencia,Family Transitional Housing,TH,V,61464,C,34,,37.0,34,CA,Glendale
1151,CA-612,2012,Ascencia,Next Step Program,PSH,,61464,C,8,,8.0,8,CA,Glendale
1152,CA-612,2012,Door of Hope,Hamilton Court,TH,F,61464,C,40,,39.0,40,CA,Glendale
1153,CA-612,2012,Glendale Housing Authority,2011 Shelter Plus Care Program,PSH,,61464,U,3,,,3,CA,Glendale
1154,CA-612,2012,Glendale Housing Authority,Shelter Plus Care,PSH,,61464,C,41,,45.0,41,CA,Glendale
1155,CA-612,2012,Glendale Housing Authority,Shelter Plus Care,PSH,,61464,C,3,,3.0,3,CA,Glendale
1156,CA-612,2012,Glendale Housing Authority,Shelter Plus Care,PSH,,61464,C,3,,3.0,3,CA,Glendale
1157,CA-612,2012,Glendale YWCA,Sunrise Village,ES,F,61464,C,10,0.0,11.0,10,CA,Glendale
1158,CA-612,2012,PATH Ventures,Permanent Housing for Chronically Homeless,PSH,,61464,C,13,,12.0,13,CA,Glendale
1159,CA-612,2012,The Salvation Army,Chester Street,PSH,,61464,C,12,,7.0,12,CA,Glendale
1160,CA-612,2012,The Salvation Army,Nancy Painter,TH,F,61464,C,18,,9.0,18,CA,Glendale
1161,CA-612,2012,Urban Initiatives,Glendale Homeless Solutions Program,ES,F,61464,C,0,50.0,40.0,50,CA,Glendale
1162,CA-522,2012,Alcohol and Drug Care Services,Serenity Inn,ES,F,69023,C,102,0.0,46.0,102,CA,Humboldt County
1163,CA-522,2012,Arcata House,Apartments First!,PSH,,69023,C,24,,24.0,24,CA,Humboldt County
1164,CA-522,2012,Arcata House,Arcata House Transitional Housing,TH,F,69023,C,23,,23.0,23,CA,Humboldt County
1165,CA-522,2012,Department of Health and Human Services Social Services,Winter Shelter,ES,V,69023,N,0,55.0,55.0,55,CA,Humboldt County
1166,CA-522,2012,Eureka Rescue Mission,Rescue Mission,ES,F,69023,C,60,0.0,105.0,105,CA,Humboldt County
1167,CA-522,2012,Fortuna Adventist Community Services,Fortuna Adventist Community Services,ES,F,69023,C,8,0.0,1.0,8,CA,Humboldt County
1168,CA-522,2012,Humboldt All Faith Partnership,Arcata Night Shelter,ES,F,69023,C,20,0.0,20.0,20,CA,Humboldt County
1169,CA-522,2012,Humboldt All Faith Partnership,SVK House,ES,F,69023,N,5,,5.0,5,CA,Humboldt County
1170,CA-522,2012,Humboldt County Department of Health and Human Services Mental Health Branch,HART Program,PSH,,69023,N,4,,4.0,4,CA,Humboldt County
1171,CA-522,2012,Humboldt County Department of Health and Human Services Mental Health Branch,Humboldt Housing,PSH,,69023,C,5,,4.0,5,CA,Humboldt County
1172,CA-522,2012,Humboldt Domestic Violence Services,Rose Bay Safe Haven,ES,V,69023,C,10,0.0,4.0,10,CA,Humboldt County
1173,CA-522,2012,North Coast Substance Abuse Council,Crossroads,TH,F,69023,C,5,,5.0,5,CA,Humboldt County
1174,CA-522,2012,North Coast Veterans Resource Center,GPD 4th Street,TH,F,69023,N,30,,30.0,30,CA,Humboldt County
1175,CA-522,2012,North Coast Veterans Resource Center,GPD Eureka Transitional Program,TH,F,69023,C,12,,11.0,12,CA,Humboldt County
1176,CA-522,2012,North Coast Veterans Resource Center,HCHV/EH 4th Street,ES,F,69023,N,4,,1.0,4,CA,Humboldt County
1177,CA-522,2012,Redwood Community Action Agency,HPRP,HPRP,,69023,C,9,,9.0,9,CA,Humboldt County
1178,CA-522,2012,Redwood Community Action Agency,Launch Pad,TH,F,69023,C,12,,5.0,12,CA,Humboldt County
1179,CA-522,2012,Redwood Community Action Agency,Multiple Assistance Center,TH,F,69023,C,70,,50.0,70,CA,Humboldt County
1180,CA-522,2012,Redwood Community Action Agency,Our House Youth Shelter,ES,F,69023,C,5,0.0,3.0,5,CA,Humboldt County
1181,CA-522,2012,Redwood Community Action Agency,Rural Host Home,ES,F,69023,U,4,0.0,,4,CA,Humboldt County
1182,CA-522,2012,Redwood Community Action Agency,THP Plus,TH,V,69023,C,8,,8.0,8,CA,Humboldt County
1183,CA-522,2012,WISH,Motel Voucher Program,ES,V,69023,C,11,,11.0,11,CA,Humboldt County
1184,CA-522,2012,WISH,WISH,ES,O,69023,C,9,0.0,9.0,9,CA,Humboldt County
1185,CA-613,2012,Calexico Housing Authority,Transitional Housing,TH,F,69025,C,17,,0.0,17,CA,Imperial County
1186,CA-613,2012,Catholic Charities,House of Hope,ES,F,61122,C,24,,15.0,24,CA,El Centro
1187,CA-613,2012,Catholic Charities,Our Lady of Guadalupe Men Shelter,ES,F,69025,C,50,,48.0,50,CA,Imperial County
1188,CA-613,2012,Neighborhood House,Casa Villanueva Shelter,ES,F,69025,C,16,,19.0,16,CA,Imperial County
1189,CA-613,2012,Neighborhood House,Transitional Housing,TH,F,69025,C,16,,9.0,16,CA,Imperial County
1190,CA-613,2012,WomanHaven Inc,WomanHaven Shelter,ES,F,61122,C,22,,11.0,22,CA,El Centro
1191,CA-613,2012,WomanHaven Inc,Womanhaven Transitional Housing (EHAP),TH,F,61122,C,20,,15.0,20,CA,El Centro
1192,CA-613,2012,WomanHaven Inc,WomanHaven Trasitional Housing (HUD),TH,V,61122,C,23,,19.0,23,CA,El Centro
1193,CA-606,2012,1736 Family Crisis Center,Domestic Violence I,TH,F,62088,C,35,,29.0,35,CA,Long Beach
1194,CA-606,2012,1736 Family Crisis Center,Domestic Violence II,TH,F,62088,C,13,,10.0,13,CA,Long Beach
1195,CA-606,2012,Catholic Charities,Elizabeth Ann Seton Residence,ES,F,62088,C,44,0.0,40.0,44,CA,Long Beach
1196,CA-606,2012,Catholic Charities,Project Achieve,ES,F,62088,C,59,0.0,49.0,59,CA,Long Beach
1197,CA-606,2012,Catholic Charities,Transition in Place - Families,TH,F,62088,C,47,,28.0,47,CA,Long Beach
1198,CA-606,2012,Christian Outreach in Action,Men's Program,TH,F,62088,C,6,,5.0,6,CA,Long Beach
1199,CA-606,2012,Christian Outreach in Action,Women with Children,TH,F,62088,C,40,,30.0,40,CA,Long Beach
1200,CA-606,2012,City of Long Beach Housing Authority,HUD (VASH),PSH,,62088,C,308,,340.0,308,CA,Long Beach
1201,CA-606,2012,His Nesting Place,His Nesting Place,ES,F,62088,C,22,0.0,12.0,22,CA,Long Beach
1202,CA-606,2012,Interval House,Domestic Violence Shelter,TH,F,62088,C,36,,36.0,36,CA,Long Beach
1203,CA-606,2012,Interval House,Emergency Shelter,ES,F,62088,N,18,,18.0,18,CA,Long Beach
1204,CA-606,2012,Long Beach Rescue Mission,LA County Winter Shelter Program,ES,F,62088,C,0,130.0,181.0,130,CA,Long Beach
1205,CA-606,2012,Long Beach Rescue Mission,Lydia House,ES,F,62088,C,40,0.0,20.0,40,CA,Long Beach
1206,CA-606,2012,Long Beach Rescue Mission,Samaritan House,ES,F,62088,C,120,0.0,87.0,120,CA,Long Beach
1207,CA-606,2012,Mental Health America of Los Angeles,Chronic Homeless Housing - CHH,PSH,,62088,C,24,,28.0,24,CA,Long Beach
1208,CA-606,2012,Mental Health America of Los Angeles,Safe Haven,SH,,62088,C,25,,19.0,25,CA,Long Beach
1209,CA-606,2012,Mental Health America of Los Angeles,SPC 05,PSH,,62088,C,9,,8.0,9,CA,Long Beach
1210,CA-606,2012,Mental Health America of Los Angeles,SPC 10,PSH,,62088,N,8,,0.0,8,CA,Long Beach
1211,CA-606,2012,Mental Health America of Los Angeles,SPC 95/00,PSH,,62088,C,37,,41.0,37,CA,Long Beach
1212,CA-606,2012,Mental Health America of Los Angeles,Transition in Place - Youth,TH,F,62088,C,12,,11.0,12,CA,Long Beach
1213,CA-606,2012,PATH Ventures,Family Commons,PSH,,62088,C,150,,144.0,150,CA,Long Beach
1214,CA-606,2012,PATH Ventures,Transitional Living Center,TH,F,62088,C,51,,36.0,51,CA,Long Beach
1215,CA-606,2012,Project New Hope,Padua House Transitional Housing,TH,F,62088,C,11,,9.0,11,CA,Long Beach
1216,CA-606,2012,Serra Project,Casa De Corazon,TH,F,62088,C,10,,9.0,10,CA,Long Beach
1217,CA-606,2012,Serra Project,CHOISS,PSH,,62088,C,19,,25.0,19,CA,Long Beach
1218,CA-606,2012,Serra Project,Soldano House,TH,F,62088,C,11,,11.0,11,CA,Long Beach
1219,CA-606,2012,Su Casa,Emergency Beds,ES,F,62088,C,22,0.0,10.0,22,CA,Long Beach
1220,CA-606,2012,Su Casa,Transitional Beds,TH,F,62088,C,24,,15.0,24,CA,Long Beach
1221,CA-606,2012,Substance Abuse Foundation,Veterans Overcoming Homelessness (VOH) (GPD),TH,F,62088,C,24,,24.0,24,CA,Long Beach
1222,CA-606,2012,United States Veterans Initiative,ADVANCE,TH,F,62088,C,35,,31.0,35,CA,Long Beach
1223,CA-606,2012,United States Veterans Initiative,Cabrillo Plaza,PSH,,62088,C,134,,124.0,134,CA,Long Beach
1224,CA-606,2012,United States Veterans Initiative,Cabrillo Plaza PHD,PSH,,62088,C,34,,34.0,34,CA,Long Beach
1225,CA-606,2012,United States Veterans Initiative,Social Independent Living Skills (SILS) (GPD),TH,F,62088,C,32,,31.0,32,CA,Long Beach
1226,CA-606,2012,United States Veterans Initiative,SPC 96/99,PSH,,62088,C,32,,40.0,32,CA,Long Beach
1227,CA-606,2012,United States Veterans Initiative,Veterans In Progress (VIP),TH,F,62088,C,70,,72.0,70,CA,Long Beach
1228,CA-606,2012,United States Veterans Initiative,Villages at Cabrillo,TH,F,62088,C,185,,91.0,185,CA,Long Beach
1229,CA-606,2012,United States Veterans Initiative,Women with Children (GPD),TH,F,62088,C,9,,20.0,9,CA,Long Beach
1230,CA-606,2012,Veterans Affairs Healthcare System,Veterans Village Recovery Center (GPD),TH,F,62088,C,32,,30.0,32,CA,Long Beach
1231,CA-606,2012,Women Shelter,Women Shelter,ES,F,62088,C,30,0.0,3.0,30,CA,Long Beach
1232,CA-600,2012,1736 Family Crisis Center,Domestic Violence Emergency Shelter-Redondo Beach,ES,F,62970,C,17,0.0,11.0,17,CA,Redondo Beach
1233,CA-600,2012,1736 Family Crisis Center,Domestic Violence Shelter-LA 1,ES,F,62118,C,17,,9.0,17,CA,Los Angeles
1234,CA-600,2012,1736 Family Crisis Center,Domestic Violence Shelter-LA 2,ES,F,62118,C,20,,12.0,20,CA,Los Angeles
1235,CA-600,2012,1736 Family Crisis Center,Domestic Violence Transitional Shelter-Redondo Beach,TH,F,62970,C,17,,10.0,17,CA,Redondo Beach
1236,CA-600,2012,1736 Family Crisis Center,Emergency Youth Shelter,ES,F,69037,C,6,0.0,4.0,6,CA,Los Angeles County
1237,CA-600,2012,1736 Family Crisis Center,Transitional Program-LA 1,TH,F,62118,N,13,,7.0,13,CA,Los Angeles
1238,CA-600,2012,1736 Family Crisis Center,Transitional Program-LA 2,TH,F,62118,N,12,,7.0,12,CA,Los Angeles
1239,CA-600,2012,A Community of Friends,1st & Lorena,PSH,,62118,U,43,,,43,CA,Los Angeles
1240,CA-600,2012,A Community of Friends,39 West Apartments,PSH,,62118,C,33,,33.0,33,CA,Los Angeles
1241,CA-600,2012,A Community of Friends,Amistad,PSH,,62118,C,50,,52.0,50,CA,Los Angeles
1242,CA-600,2012,A Community of Friends,Avalon,PSH,,62118,U,91,,,91,CA,Los Angeles
1243,CA-600,2012,A Community of Friends,Big Berendo (226),PSH,,62118,C,47,,46.0,47,CA,Los Angeles
1244,CA-600,2012,A Community of Friends,Brandon Apartments,PSH,,62118,C,67,,86.0,67,CA,Los Angeles
1245,CA-600,2012,A Community of Friends,California Hotel,PSH,,62118,C,39,,38.0,39,CA,Los Angeles
1246,CA-600,2012,A Community of Friends,Central Court Apartments,PSH,,62118,C,14,,18.0,14,CA,Los Angeles
1247,CA-600,2012,A Community of Friends,Cornerstone Apartments,PSH,,62118,C,18,,22.0,18,CA,Los Angeles
1248,CA-600,2012,A Community of Friends,Fedora Apartments,PSH,,62118,C,22,,22.0,22,CA,Los Angeles
1249,CA-600,2012,A Community of Friends,Figueroa Court Apartments,PSH,,62118,C,39,,38.0,39,CA,Los Angeles
1250,CA-600,2012,A Community of Friends,Fox Normandie Apartments,PSH,,62118,C,57,,53.0,57,CA,Los Angeles
1251,CA-600,2012,A Community of Friends,Gateway Hotel (S+C),PSH,,62118,N,29,,28.0,29,CA,Los Angeles
1252,CA-600,2012,A Community of Friends,Gateways S.R.O. Housing (AKA Project Independence),PSH,,62118,C,29,,29.0,29,CA,Los Angeles
1253,CA-600,2012,A Community of Friends,Gower Street Apartments,PSH,,62118,C,54,,52.0,54,CA,Los Angeles
1254,CA-600,2012,A Community of Friends,La Primavera Apartments,PSH,,62118,C,35,,31.0,35,CA,Los Angeles
1255,CA-600,2012,A Community of Friends,Las Flores Apartments,PSH,,69037,C,34,,49.0,34,CA,Los Angeles County
1256,CA-600,2012,A Community of Friends,Las Palomas Hotel,PSH,,62118,C,61,,61.0,61,CA,Los Angeles
1257,CA-600,2012,A Community of Friends,Little Berendo (235),PSH,,62118,C,34,,28.0,34,CA,Los Angeles
1258,CA-600,2012,A Community of Friends,Maryland Apartments,PSH,,62118,C,29,,29.0,29,CA,Los Angeles
1259,CA-600,2012,A Community of Friends,Orbison House,PSH,,62118,C,9,,9.0,9,CA,Los Angeles
1260,CA-600,2012,A Community of Friends,Osborne Place Apartments,PSH,,62118,U,122,,,122,CA,Los Angeles
1261,CA-600,2012,A Community of Friends,Parker Hotel Apartments,PSH,,62118,C,30,,28.0,30,CA,Los Angeles
1262,CA-600,2012,A Community of Friends,Santos Plaza,PSH,,62118,C,36,,35.0,36,CA,Los Angeles
1263,CA-600,2012,A Community of Friends,Selby Hotel,PSH,,62118,C,28,,24.0,28,CA,Los Angeles
1264,CA-600,2012,A Community of Friends,Step Out Apartments,PSH,,69037,C,20,,17.0,20,CA,Los Angeles County
1265,CA-600,2012,A Community of Friends,Vendome Palms Apartments,PSH,,62118,C,37,,34.0,37,CA,Los Angeles
1266,CA-600,2012,A Community of Friends,Villas at Gower Apartments,PSH,,62118,U,143,,,143,CA,Los Angeles
1267,CA-600,2012,A Community of Friends,Vista Nueva Apartments,PSH,,62118,C,93,,95.0,93,CA,Los Angeles
1268,CA-600,2012,A Community of Friends,Willow Apartments (S+C),PSH,,69037,C,48,,50.0,48,CA,Los Angeles County
1269,CA-600,2012,A Community of Friends,Woodland Terrace,PSH,,62118,C,107,,74.0,107,CA,Los Angeles
1270,CA-600,2012,A Community of Friends / Heritage Clinic,Willis Avenue Apartments,PSH,,62118,U,42,,,42,CA,Los Angeles
1271,CA-600,2012,Abode Communities,Casa Dominguez,PSH,,69037,C,7,,7.0,7,CA,Los Angeles County
1272,CA-600,2012,Abode Communities,Terra Bella,PSH,,69037,U,23,,,23,CA,Los Angeles County
1273,CA-600,2012,Affordable Living for the Aged,Janet L. Witkin Center,PSH,,69037,U,6,,,6,CA,Los Angeles County
1274,CA-600,2012,Affordable Living for the Aging,Senior Housing Connections - MHSA Shared Housing Project,PSH,,62118,U,12,,,12,CA,Los Angeles
1275,CA-600,2012,African Community Resource Center,Refugee Safe Haven,TH,F,62118,C,29,,11.0,29,CA,Los Angeles
1276,CA-600,2012,Alcott Center,Alcott Center Residential Services,TH,F,62118,C,42,,42.0,42,CA,Los Angeles
1277,CA-600,2012,Alexandria House,Alexandria House,TH,F,62118,C,20,,20.0,20,CA,Los Angeles
1278,CA-600,2012,Alexandria House,Homeless Section 8 Voucher Program (HACLA),PSH,,62118,N,178,,137.0,178,CA,Los Angeles
1279,CA-600,2012,AMCAL Multi-Housing Inc.,Montecito Terraces,PSH,,62118,N,12,,12.0,12,CA,Los Angeles
1280,CA-600,2012,Asian Pacific Counseling and Treatment Centers/SSG,Shelter Plus Care,PSH,,69037,N,91,,91.0,91,CA,Los Angeles County
1281,CA-600,2012,Asian Pacific Women's Center Inc.,APWC Transitional Housing Program,TH,F,62118,C,44,,7.0,44,CA,Los Angeles
1282,CA-600,2012,Beacon Light Mission and Doors of Hope,Beacon Light Mission ES,ES,F,62118,C,29,0.0,25.0,29,CA,Los Angeles
1283,CA-600,2012,Behavioral Health Services Inc.,Ryan Manor,TH,F,62850,C,9,,9.0,9,CA,Pomona
1284,CA-600,2012,Beyond Shelter,Assistance for Homeless Families Skid Row,ES,V,62118,N,0,0.0,3.0,3,CA,Los Angeles
1285,CA-600,2012,Beyond Shelter,Homeless Section 8 Program (HACLA),PSH,,62118,C,2306,,1629.0,2306,CA,Los Angeles
1286,CA-600,2012,Bridge to Home,Winter Shelter Program - Santa Clarita,ES,F,63356,C,0,54.0,53.0,54,CA,Santa Clarita
1287,CA-600,2012,Bridge to Home,Winter Shelter Program - Sylmar,ES,F,62118,C,0,125.0,120.0,125,CA,Los Angeles
1288,CA-600,2012,BRIDGES Inc.,Casitas Esperanza,TH,F,61152,C,12,,6.0,12,CA,El Monte
1289,CA-600,2012,BRIDGES Inc.,Casitas Tranquilas,TH,F,61152,C,15,,8.0,15,CA,El Monte
1290,CA-600,2012,BRIDGES Inc.,Hacienda Retirada,TH,F,62118,C,6,,5.0,6,CA,Los Angeles
1291,CA-600,2012,BRIDGES Inc.,Primer Paso,TH,F,62118,C,6,,6.0,6,CA,Los Angeles
1292,CA-600,2012,Burbank Housing Corporation,Homefront Transitional Housing Program (1819),TH,F,60456,C,29,,29.0,29,CA,Burbank
1293,CA-600,2012,Burbank Housing Corporation,Puerta Nueva Transitional Facility,TH,F,60456,C,15,,15.0,15,CA,Burbank
1294,CA-600,2012,California Council For Veteran Affairs,Women and Children First,TH,F,62118,C,17,,15.0,17,CA,Los Angeles
1295,CA-600,2012,California Hispanic Commission On Alcohol And Drug,DPSS/ESS Homeless Program,ES,F,61152,N,48,,36.0,48,CA,El Monte
1296,CA-600,2012,California Hispanic Commission On Alcohol And Drug,Footsteps (Your Place TAY Shelter Program),ES,F,61152,C,10,0.0,8.0,10,CA,El Monte
1297,CA-600,2012,California Hispanic Commission On Alcohol And Drug,Pathways Transitional Housing Program (Project ACHIEVE),TH,F,61152,C,17,,16.0,17,CA,El Monte
1298,CA-600,2012,California Hispanic Commission On Alcohol And Drug,Year Round Program (So. El Monte and Pomona),ES,F,61152,C,60,,45.0,60,CA,El Monte
1299,CA-600,2012,Casa de Los Angelitos,Casa de Los Angelitos,TH,F,69037,C,6,,6.0,6,CA,Los Angeles County
1300,CA-600,2012,Catholic Charities of Los Angeles Inc.,Angel's Flight Shelter,ES,F,62118,C,16,0.0,5.0,16,CA,Los Angeles
1301,CA-600,2012,Catholic Charities of Los Angeles Inc.,Farley House at Good Shepherd Center for Homeless Women and Children,TH,F,62118,C,36,,36.0,36,CA,Los Angeles
1302,CA-600,2012,Catholic Charities of Los Angeles Inc.,Hawkes Residence at Good Shepherd Center for Homeless Women and Children,TH,F,62118,C,29,,29.0,29,CA,Los Angeles
1303,CA-600,2012,Catholic Charities of Los Angeles Inc.,Homeless Section 8 Voucher Program (HACLA),PSH,,62118,N,69,,51.0,69,CA,Los Angeles
1304,CA-600,2012,Catholic Charities of Los Angeles Inc.,Languille Emergency Shelter at Good Shepherd Center for Homeless Women and Children,ES,F,62118,C,30,0.0,30.0,30,CA,Los Angeles
1305,CA-600,2012,Center for Human Rights and Constitutional Law,Freedom House/Casa Libre - Emergency Housing,ES,F,62118,C,12,0.0,5.0,12,CA,Los Angeles
1306,CA-600,2012,Center for the Pacific Asian Family Inc.,CPAF Emergency Shelter,ES,F,62118,C,62,0.0,11.0,62,CA,Los Angeles
1307,CA-600,2012,Center for the Pacific Asian Family Inc.,CPAF Transitional Housing Program,TH,F,62118,C,34,,16.0,34,CA,Los Angeles
1308,CA-600,2012,Chicana Service Action Center,East L.A. Bilingual Shelter,ES,F,62118,C,8,0.0,12.0,12,CA,Los Angeles
1309,CA-600,2012,Chicana Service Action Center,Emergency Shelter / Women's One Stop,ES,F,62118,C,34,0.0,12.0,34,CA,Los Angeles
1310,CA-600,2012,Chicana Service Action Center,Free Spirit Shelter,ES,F,62118,C,42,0.0,12.0,42,CA,Los Angeles
1311,CA-600,2012,Chicana Service Action Center,Homeless Section 8 Voucher Program (HACLA),PSH,,62118,N,33,,19.0,33,CA,Los Angeles
1312,CA-600,2012,Chicana Service Action Center,You Can Have it A.L.L. (Accelerated Learning and Living),TH,F,62118,C,66,,59.0,66,CA,Los Angeles
1313,CA-600,2012,Children of the Night,Children of the Night Housing Program,ES,F,62118,C,24,0.0,9.0,24,CA,Los Angeles
1314,CA-600,2012,Chosen Gospel Recovery Inc.,Ruby's House I and II,TH,F,62118,C,32,,40.0,32,CA,Los Angeles
1315,CA-600,2012,City of Bellflower,HPRP Rapid Rehousing Program,HPRP,,60288,C,10,,10.0,10,CA,Bellflower
1316,CA-600,2012,City of Covina,McGill Transitional House,TH,F,69037,C,7,,4.0,7,CA,Los Angeles County
1317,CA-600,2012,City of El Monte,HPRP - Rapid Rehousing Program,HPRP,,61152,C,4,,4.0,4,CA,El Monte
1318,CA-600,2012,City of Lakewood,HPRP - Rapid Rehousing Program,HPRP,,61890,N,14,,14.0,14,CA,Lakewood
1319,CA-600,2012,City of Lancaster/Grace Resource Center,Lancaster Community Shelter-Year Round,ES,F,61914,N,10,,10.0,10,CA,Lancaster
1320,CA-600,2012,City of Lancaster/Grace Resource Center,Transitional Living Program/Lancaster Community Center,TH,F,61914,N,63,,45.0,63,CA,Lancaster
1321,CA-600,2012,City of Lancaster/Grace Resource Center,Winter Shelter Program,ES,F,61914,C,0,35.0,68.0,68,CA,Lancaster
1322,CA-600,2012,City of Los Angeles,HPRP - LAFH Rapid Rehousing Program,HPRP,,62118,C,213,,213.0,213,CA,Los Angeles
1323,CA-600,2012,City of Los Angeles-HAL,HPRP Rapid Rehousing Program,HPRP,,62118,N,286,,286.0,286,CA,Los Angeles
1324,CA-600,2012,City of Los Angeles-PATH,HPRP - Rapid Rehousing Program,HPRP,,62118,C,78,,78.0,78,CA,Los Angeles
1325,CA-600,2012,City of Los Angeles-SSG,HPRP - Rapid Rehousing Program,HPRP,,62118,C,238,,238.0,238,CA,Los Angeles
1326,CA-600,2012,City of Norwalk,HPRP - Rapid Rehousing Program,HPRP,,62490,C,8,,8.0,8,CA,Norwalk
1327,CA-600,2012,City of Palmdale,HPRP - Rapid Rehousing Program,HPRP,,62658,N,2,,2.0,2,CA,Palmdale
1328,CA-600,2012,City of Paramount,HPRP - Rapid Rehousing Program,HPRP,,62706,C,4,,4.0,4,CA,Paramount City
1329,CA-600,2012,City of Pomona,HPRP - Rapid Rehousing Program,HPRP,,62850,C,25,,25.0,25,CA,Pomona
1330,CA-600,2012,City of Pomona Housing Authority,Shelter Plus Care Program,PSH,,62850,C,143,,143.0,143,CA,Pomona
1331,CA-600,2012,City of Santa Monica,2007 Shelter Plus Care Program - Main Grant,PSH,,63384,C,161,,137.0,161,CA,Santa Monica
1332,CA-600,2012,City of Santa Monica,2008 SMHA S+C Awards,PSH,,63384,N,21,,22.0,21,CA,Santa Monica
1333,CA-600,2012,City of Santa Monica,2010 S+C Awards,PSH,,63384,C,25,,28.0,25,CA,Santa Monica
1334,CA-600,2012,City of Santa Monica,City of Santa Monica Serial Inebriate,PSH,,63384,C,30,,37.0,30,CA,Santa Monica
1335,CA-600,2012,City of West Hollywood,Shelter+Care Tenant Based Rental Assistance Project,PSH,,69037,C,20,,10.0,20,CA,Los Angeles County
1336,CA-600,2012,CLARE Foundation Inc.,"CLARE Foundation, Inc.-913 Property-Women's Sober Living",TH,F,63384,C,8,,8.0,8,CA,Santa Monica
1337,CA-600,2012,CLARE Foundation Inc.,Women's Sober Living,TH,F,63384,C,16,,12.0,16,CA,Santa Monica
