Geographic,State,NAME,FY 2021 PPRN
399043,OH,Erie County,"$109,200"
399045,OH,Fairfield County,"$211,849"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
399047,OH,Fayette County,"$96,901"
399049,OH,Franklin County,"$1,759,538"
399051,OH,Fulton County,"$134,920"
399053,OH,Gallia County,"$122,905"
399055,OH,Geauga County,"$240,304"
399057,OH,Greene County,"$277,820"
399059,OH,Guernsey County,"$159,389"
399061,OH,Hamilton County,"$2,936,183"
399063,OH,Hancock County,"$245,847"
399065,OH,Hardin County,"$117,027"
399067,OH,Harrison County,"$62,295"
399069,OH,Henry County,"$95,987"
399071,OH,Highland County,"$176,854"
399073,OH,Hocking County,"$95,736"
399075,OH,Holmes County,"$168,984"
399077,OH,Huron County,"$207,975"
399079,OH,Jackson County,"$131,582"
399081,OH,Jefferson County,"$163,590"
399083,OH,Knox County,"$191,686"
399085,OH,Lake County,"$443,055"
399087,OH,Lawrence County,"$216,304"
399089,OH,Licking County,"$277,175"
399091,OH,Logan County,"$168,828"
399093,OH,Lorain County,"$347,349"
399095,OH,Lucas County,"$296,056"
399097,OH,Madison County,"$106,816"
399099,OH,Mahoning County,"$386,511"
399101,OH,Marion County,"$239,177"
399103,OH,Medina County,"$356,221"
399105,OH,Meigs County,"$99,493"
399107,OH,Mercer County,"$98,924"
399109,OH,Miami County,"$296,757"
399111,OH,Monroe County,"$63,599"
399113,OH,Montgomery County,"$1,700,715"
399115,OH,Morgan County,"$63,875"
399117,OH,Morrow County,"$101,543"
399119,OH,Muskingum County,"$300,210"
399121,OH,Noble County,"$46,513"
399123,OH,Ottawa County,"$143,806"
399125,OH,Paulding County,"$68,103"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
399127,OH,Perry County,"$134,549"
399129,OH,Pickaway County,"$157,694"
399131,OH,Pike County,"$114,957"
399133,OH,Portage County,"$311,304"
399135,OH,Preble County,"$130,621"
399137,OH,Putnam County,"$94,163"
399139,OH,Richland County,"$195,552"
399141,OH,Ross County,"$281,244"
399143,OH,Sandusky County,"$228,348"
399145,OH,Scioto County,"$327,067"
399147,OH,Seneca County,"$222,506"
399149,OH,Shelby County,"$133,175"
399151,OH,Stark County,"$432,707"
399153,OH,Summit County,"$305,824"
399155,OH,Trumbull County,"$466,256"
399157,OH,Tuscarawas County,"$321,217"
399159,OH,Union County,"$114,123"
399161,OH,Van Wert County,"$103,411"
399163,OH,Vinton County,"$56,668"
399165,OH,Warren County,"$234,937"
399167,OH,Washington County,"$126,893"
399169,OH,Wayne County,"$400,707"
399171,OH,Williams County,"$142,649"
399173,OH,Wood County,"$230,635"
399175,OH,Wyandot County,"$84,047"
400918,OK,Edmond,"$153,540"
400966,OK,Enid,"$143,900"
401734,OK,Lawton,"$225,853"
402016,OK,Midwest City,"$128,026"
402046,OK,Moore City,"$108,011"
402190,OK,Norman,"$288,619"
402268,OK,Oklahoma City,"$4,320,569"
402718,OK,Shawnee,"$101,286"
403036,OK,Tulsa,"$3,053,730"
409001,OK,Adair County,"$73,387"
409003,OK,Alfalfa County,"$27,864"
409005,OK,Atoka County,"$26,888"
409007,OK,Beaver County,"$14,793"
409009,OK,Beckham County,"$51,767"
409011,OK,Blaine County,"$30,194"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
409013,OK,Bryan County,"$99,202"
409015,OK,Caddo County,"$82,488"
409017,OK,Canadian County,"$110,814"
409019,OK,Carter County,"$98,723"
409021,OK,Cherokee County,"$109,680"
409023,OK,Choctaw County,"$44,089"
409025,OK,Cimarron County,"$10,568"
409027,OK,Cleveland County,"$49,526"
409029,OK,Coal County,"$12,691"
409031,OK,Comanche County,"$39,764"
409033,OK,Cotton County,"$17,322"
409035,OK,Craig County,"$40,393"
409037,OK,Creek County,"$141,939"
409039,OK,Custer County,"$63,659"
409041,OK,Delaware County,"$90,307"
409043,OK,Dewey County,"$19,553"
409045,OK,Ellis County,"$17,254"
409047,OK,Garfield County,"$30,788"
409049,OK,Garvin County,"$54,070"
409051,OK,Grady County,"$99,950"
409053,OK,Grant County,"$20,854"
409055,OK,Greer County,"$21,299"
409057,OK,Harmon County,"$9,055"
409059,OK,Harper County,"$12,375"
409061,OK,Haskell County,"$29,685"
409063,OK,Hughes County,"$44,963"
409065,OK,Jackson County,"$54,580"
409067,OK,Jefferson County,"$22,903"
409069,OK,Johnston County,"$22,992"
409071,OK,Kay County,"$148,358"
409073,OK,Kingfisher County,"$34,602"
409075,OK,Kiowa County,"$46,390"
409077,OK,Latimer County,"$23,033"
409079,OK,Le Flore County,"$113,224"
409081,OK,Lincoln County,"$69,142"
409083,OK,Logan County,"$86,651"
409085,OK,Love County,"$14,352"
409087,OK,McClain County,"$51,114"
409089,OK,McCurtain County,"$90,618"
409091,OK,McIntosh County,"$51,803"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
409093,OK,Major County,"$19,006"
409095,OK,Marshall County,"$31,993"
409097,OK,Mayes County,"$95,330"
409099,OK,Murray County,"$27,874"
409101,OK,Muskogee County,"$158,234"
409103,OK,Noble County,"$29,571"
409105,OK,Nowata County,"$27,430"
409107,OK,Okfuskee County,"$31,389"
409109,OK,Oklahoma County,"$179,613"
409111,OK,Okmulgee County,"$106,583"
409113,OK,Osage County,"$96,865"
409115,OK,Ottawa County,"$80,361"
409117,OK,Pawnee County,"$41,086"
409119,OK,Payne County,"$203,405"
409121,OK,Pittsburg County,"$95,066"
409123,OK,Pontotoc County,"$73,707"
409125,OK,Pottawatomie County,"$73,977"
409127,OK,Pushmataha County,"$26,244"
409129,OK,Roger Mills County,"$14,562"
409131,OK,Rogers County,"$135,707"
409133,OK,Seminole County,"$74,025"
409135,OK,Sequoyah County,"$116,128"
409137,OK,Stephens County,"$80,484"
409139,OK,Texas County,"$56,473"
409141,OK,Tillman County,"$33,193"
409143,OK,Tulsa County,"$464,317"
409145,OK,Wagoner County,"$125,348"
409147,OK,Washington County,"$109,156"
409149,OK,Washita County,"$38,529"
409151,OK,Woods County,"$36,052"
409153,OK,Woodward County,"$37,610"
410012,OR,Albany,"$118,965"
410042,OR,Ashland,"$56,076"
410108,OR,Beaverton,"$222,667"
410114,OR,Bend,"$160,889"
410288,OR,Corvallis,"$175,628"
410426,OR,Eugene,"$452,543"
410540,OR,Grants Pass,"$118,750"
410564,OR,Gresham,"$345,426"
410636,OR,Hillsboro,"$236,769"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
410888,OR,Medford,"$233,126"
411098,OR,Portland,"$7,530,644"
411140,OR,Redmond,"$81,363"
411200,OR,Salem,"$418,006"
411290,OR,Springfield,"$176,525"
419001,OR,Baker County,"$83,429"
419003,OR,Benton County,"$59,292"
419005,OR,Clackamas County,"$1,946,991"
419007,OR,Clatsop County,"$172,244"
419009,OR,Columbia County,"$163,088"
419011,OR,Coos County,"$194,741"
419013,OR,Crook County,"$64,611"
419015,OR,Curry County,"$52,728"
419017,OR,Deschutes County,"$117,492"
419019,OR,Douglas County,"$279,225"
419021,OR,Gilliam County,"$10,753"
419023,OR,Grant County,"$26,894"
419025,OR,Harney County,"$35,557"
419027,OR,Hood River County,"$69,679"
419029,OR,Jackson County,"$264,660"
419031,OR,Jefferson County,"$71,352"
419033,OR,Josephine County,"$127,786"
419035,OR,Klamath County,"$211,033"
419037,OR,Lake County,"$25,765"
419039,OR,Lane County,"$320,868"
419041,OR,Lincoln County,"$139,998"
419043,OR,Linn County,"$192,759"
419045,OR,Malheur County,"$105,165"
419047,OR,Marion County,"$534,059"
419049,OR,Morrow County,"$38,476"
419051,OR,Multnomah County,"$96,801"
419053,OR,Polk County,"$131,128"
419055,OR,Sherman County,"$11,604"
419057,OR,Tillamook County,"$100,004"
419059,OR,Umatilla County,"$236,592"
419061,OR,Union County,"$110,254"
419063,OR,Wallowa County,"$30,685"
419065,OR,Wasco County,"$78,628"
419067,OR,Washington County,"$1,921,071"
419069,OR,Wheeler County,"$9,648"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
419071,OR,Yamhill County,"$246,151"
420015,PA,Abington,"$250,149"
420096,PA,Allentown,"$1,987,023"
420114,PA,Altoona,"$1,416,516"
420438,PA,Bensalem Township,"$109,458"
420474,PA,Berwick Borough,"$104,409"
420504,PA,Bethlehem,"$429,334"
420588,PA,Bloomsburg,"$87,038"
420726,PA,Bristol Township,"$201,672"
420930,PA,Carlisle,"$122,789"
421047,PA,Chambersburg,"$105,453"
421116,PA,Chester,"$404,991"
422178,PA,Erie,"$2,734,744"
422898,PA,Harrisburg,"$1,689,470"
422937,PA,Haverford,"$266,066"
422958,PA,Hazleton,"$227,661"
423411,PA,Johnstown,"$409,280"
423573,PA,Lancaster City,"$1,472,449"
423657,PA,Lebanon,"$210,922"
423951,PA,Lower Merion,"$322,565"
424086,PA,Mckeesport,"$347,704"
424434,PA,Millcreek Township,"$82,718"
424914,PA,Norristown,"$273,934"
425340,PA,Penn Hills,"$229,365"
425451,PA,Philadelphia,"$38,475,844"
425529,PA,Pittsburgh,"$12,274,706"
425793,PA,Reading,"$2,207,605"
426201,PA,Scranton,"$2,417,206"
426258,PA,Sharon,"$187,237"
426711,PA,State College,"$164,712"
427227,PA,Upper Darby,"$1,430,572"
427947,PA,Wilkes-Barre,"$1,341,874"
427962,PA,Williamsport,"$328,264"
428136,PA,York,"$479,290"
429001,PA,Adams County,"$338,828"
429003,PA,Allegheny County,"$12,021,940"
429005,PA,Armstrong County,"$280,796"
429007,PA,Beaver County,"$2,909,804"
429009,PA,Bedford County,"$209,447"
429011,PA,Berks County,"$2,063,453"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
429013,PA,Blair County,"$264,520"
429015,PA,Bradford County,"$262,290"
429017,PA,Bucks County,"$1,876,175"
429019,PA,Butler County,"$507,069"
429021,PA,Cambria County,"$429,121"
429023,PA,Cameron County,"$25,452"
429025,PA,Carbon County,"$288,163"
429027,PA,Centre County,"$424,200"
429029,PA,Chester County,"$2,229,413"
429031,PA,Clarion County,"$183,495"
429033,PA,Clearfield County,"$337,955"
429035,PA,Clinton County,"$167,688"
429037,PA,Columbia County,"$143,213"
429039,PA,Crawford County,"$355,409"
429041,PA,Cumberland County,"$391,968"
429043,PA,Dauphin County,"$459,886"
429045,PA,Delaware County,"$3,202,501"
429047,PA,Elk County,"$125,430"
429049,PA,Erie County,"$422,570"
429051,PA,Fayette County,"$717,426"
429053,PA,Forest County,"$21,363"
429055,PA,Franklin County,"$424,124"
429057,PA,Fulton County,"$51,153"
429059,PA,Greene County,"$150,215"
429061,PA,Huntingdon County,"$173,646"
429063,PA,Indiana County,"$389,562"
429065,PA,Jefferson County,"$201,158"
429067,PA,Juniata County,"$118,668"
429069,PA,Lackawanna County,"$521,985"
429071,PA,Lancaster County,"$2,526,288"
429073,PA,Lawrence County,"$358,811"
429075,PA,Lebanon County,"$360,055"
429077,PA,Lehigh County,"$408,320"
429079,PA,Luzerne County,"$3,602,814"
429081,PA,Lycoming County,"$288,755"
429083,PA,McKean County,"$218,082"
429085,PA,Mercer County,"$366,947"
429087,PA,Mifflin County,"$190,838"
429089,PA,Monroe County,"$604,075"
429091,PA,Montgomery County,"$2,838,029"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
429093,PA,Montour County,"$63,678"
429095,PA,Northampton County,"$1,907,059"
429097,PA,Northumberland County,"$459,909"
429099,PA,Perry County,"$149,504"
429103,PA,Pike County,"$175,112"
429105,PA,Potter County,"$87,173"
429107,PA,Schuylkill County,"$752,984"
429109,PA,Snyder County,"$147,326"
429111,PA,Somerset County,"$301,532"
429113,PA,Sullivan County,"$38,210"
429115,PA,Susquehanna County,"$181,187"
429117,PA,Tioga County,"$180,127"
429119,PA,Union County,"$138,828"
429121,PA,Venango County,"$245,103"
429123,PA,Warren County,"$182,147"
429125,PA,Washington County,"$3,082,986"
429127,PA,Wayne County,"$180,372"
429129,PA,Westmoreland County,"$3,367,131"
429131,PA,Wyoming County,"$102,093"
429133,PA,York County,"$1,923,709"
440054,RI,Cranston,"$348,278"
440072,RI,East Providence,"$241,562"
440210,RI,Pawtucket,"$1,591,218"
440222,RI,Providence,"$4,556,483"
440276,RI,Warwick,"$309,817"
440306,RI,Woonsocket,"$1,151,605"
449001,RI,Bristol County,"$147,950"
449003,RI,Kent County,"$266,335"
449005,RI,Newport County,"$296,157"
449007,RI,Providence County,"$669,590"
449009,RI,Washington County,"$359,274"
450012,SC,Aiken,"$63,382"
450030,SC,Anderson,"$200,244"
450300,SC,Charleston,"$263,264"
450372,SC,Columbia,"$329,691"
450534,SC,Florence,"$86,886"
450648,SC,Greenville,"$249,942"
450716,SC,Hilton Head Island,"$75,544"
451386,SC,Rock Hill,"$168,365"
451554,SC,Spartanburg,"$215,075"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
451608,SC,Summerville,"$89,779"
451620,SC,Sumter,"$98,918"
459001,SC,Abbeville County,"$107,514"
459003,SC,Aiken County,"$311,757"
459005,SC,Allendale County,"$37,546"
459007,SC,Anderson County,"$390,638"
459009,SC,Bamberg County,"$59,029"
459011,SC,Barnwell County,"$69,846"
459013,SC,Beaufort County,"$282,773"
459015,SC,Berkeley County,"$420,104"
459017,SC,Calhoun County,"$45,475"
459019,SC,Charleston County,"$1,597,213"
459021,SC,Cherokee County,"$190,250"
459023,SC,Chester County,"$117,812"
459025,SC,Chesterfield County,"$175,599"
459027,SC,Clarendon County,"$102,857"
459029,SC,Colleton County,"$105,446"
459031,SC,Darlington County,"$243,812"
459033,SC,Dillon County,"$111,348"
459035,SC,Dorchester County,"$217,437"
459037,SC,Edgefield County,"$88,610"
459039,SC,Fairfield County,"$75,615"
459041,SC,Florence County,"$268,685"
459043,SC,Georgetown County,"$154,360"
459045,SC,Greenville County,"$2,404,070"
459047,SC,Greenwood County,"$259,102"
459049,SC,Hampton County,"$57,096"
459051,SC,Horry County,"$1,698,452"
459053,SC,Jasper County,"$86,937"
459055,SC,Kershaw County,"$139,188"
459057,SC,Lancaster County,"$196,021"
459059,SC,Laurens County,"$234,209"
459061,SC,Lee County,"$59,485"
459063,SC,Lexington County,"$1,591,621"
459065,SC,McCormick County,"$30,426"
459067,SC,Marion County,"$92,223"
459069,SC,Marlboro County,"$116,832"
459071,SC,Newberry County,"$194,871"
459073,SC,Oconee County,"$205,333"
459075,SC,Orangeburg County,"$253,907"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
459077,SC,Pickens County,"$322,204"
459079,SC,Richland County,"$516,148"
459081,SC,Saluda County,"$87,019"
459083,SC,Spartanburg County,"$495,159"
459085,SC,Sumter County,"$213,810"
459087,SC,Union County,"$149,218"
459089,SC,Williamsburg County,"$112,245"
459091,SC,York County,"$330,209"
461392,SD,Rapid City,"$165,616"
461518,SD,Sioux Falls,"$324,996"
469003,SD,Aurora County,"$11,093"
469005,SD,Beadle County,"$86,338"
469007,SD,Bennett County,"$21,422"
469009,SD,Bon Homme County,"$23,515"
469011,SD,Brookings County,"$80,750"
469013,SD,Brown County,"$93,206"
469015,SD,Brule County,"$14,775"
469017,SD,Buffalo County,"$13,579"
469019,SD,Butte County,"$21,806"
469021,SD,Campbell County,"$5,643"
469023,SD,Charles Mix County,"$30,939"
469025,SD,Clark County,"$14,925"
469027,SD,Clay County,"$42,182"
469029,SD,Codington County,"$66,103"
469031,SD,Corson County,"$30,115"
469033,SD,Custer County,"$20,987"
469035,SD,Davison County,"$56,253"
469037,SD,Day County,"$23,301"
469039,SD,Deuel County,"$12,588"
469041,SD,Dewey County,"$32,552"
469043,SD,Douglas County,"$10,553"
469045,SD,Edmunds County,"$9,355"
469047,SD,Fall River County,"$23,054"
469049,SD,Faulk County,"$8,254"
469051,SD,Grant County,"$19,063"
469053,SD,Gregory County,"$17,230"
469055,SD,Haakon County,"$6,178"
469057,SD,Hamlin County,"$17,128"
469059,SD,Hand County,"$9,180"
469061,SD,Hanson County,"$9,711"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
469063,SD,Harding County,"$3,975"
469065,SD,Hughes County,"$41,501"
469067,SD,Hutchinson County,"$24,815"
469069,SD,Hyde County,"$4,544"
469071,SD,Jackson County,"$23,629"
469073,SD,Jerauld County,"$7,601"
469075,SD,Jones County,"$1,888"
469077,SD,Kingsbury County,"$19,551"
469079,SD,Lake County,"$35,275"
469081,SD,Lawrence County,"$67,766"
469083,SD,Lincoln County,"$45,669"
469085,SD,Lyman County,"$16,380"
469087,SD,McCook County,"$17,701"
469089,SD,McPherson County,"$10,329"
469091,SD,Marshall County,"$12,703"
469093,SD,Meade County,"$63,553"
469095,SD,Mellette County,"$12,778"
469097,SD,Miner County,"$10,988"
469099,SD,Minnehaha County,"$58,106"
469101,SD,Moody County,"$20,479"
469102,SD,Oglala Lakota County,"$139,106"
469103,SD,Pennington County,"$75,218"
469105,SD,Perkins County,"$8,746"
469107,SD,Potter County,"$6,900"
469109,SD,Roberts County,"$32,025"
469111,SD,Sanborn County,"$9,839"
469115,SD,Spink County,"$22,611"
469117,SD,Stanley County,"$5,101"
469119,SD,Sully County,"$3,741"
469121,SD,Todd County,"$80,848"
469123,SD,Tripp County,"$15,567"
469125,SD,Turner County,"$30,653"
469127,SD,Union County,"$29,932"
469129,SD,Walworth County,"$16,168"
469135,SD,Yankton County,"$55,492"
469137,SD,Ziebach County,"$20,295"
470228,TN,Bristol,"$62,480"
470336,TN,Chattanooga,"$1,375,825"
470354,TN,Clarksville,"$323,776"
470360,TN,Cleveland,"$124,366"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
470672,TN,Franklin City,"$115,186"
470834,TN,Hendersonville,"$69,463"
470924,TN,Jackson,"$184,546"
470954,TN,Johnson City,"$168,940"
470990,TN,Kingsport,"$134,335"
471014,TN,Knoxville,"$1,518,674"
471242,TN,Memphis,"$5,820,092"
471326,TN,Morristown,"$97,285"
471362,TN,Murfreesboro,"$280,975"
471368,TN,Nashville-Davidson,"$4,580,378"
471422,TN,Oak Ridge,"$75,073"
479001,TN,Anderson County,"$135,154"
479003,TN,Bedford County,"$145,848"
479005,TN,Benton County,"$50,310"
479007,TN,Bledsoe County,"$40,990"
479009,TN,Blount County,"$296,862"
479011,TN,Bradley County,"$144,688"
479013,TN,Campbell County,"$125,414"
479015,TN,Cannon County,"$35,119"
479017,TN,Carroll County,"$77,158"
479019,TN,Carter County,"$224,859"
479021,TN,Cheatham County,"$85,372"
479023,TN,Chester County,"$40,817"
479025,TN,Claiborne County,"$104,149"
479027,TN,Clay County,"$29,895"
479029,TN,Cocke County,"$103,167"
479031,TN,Coffee County,"$141,310"
479033,TN,Crockett County,"$43,055"
479035,TN,Cumberland County,"$131,428"
479039,TN,Decatur County,"$31,943"
479041,TN,DeKalb County,"$55,312"
479043,TN,Dickson County,"$124,143"
479045,TN,Dyer County,"$106,881"
479047,TN,Fayette County,"$77,070"
479049,TN,Fentress County,"$54,017"
479051,TN,Franklin County,"$106,809"
479053,TN,Gibson County,"$153,512"
479055,TN,Giles County,"$110,928"
479057,TN,Grainger County,"$62,898"
479059,TN,Greene County,"$194,633"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
479061,TN,Grundy County,"$48,199"
479063,TN,Hamblen County,"$75,179"
479065,TN,Hamilton County,"$282,653"
479067,TN,Hancock County,"$29,043"
479069,TN,Hardeman County,"$57,664"
479071,TN,Hardin County,"$77,414"
479073,TN,Hawkins County,"$165,096"
479075,TN,Haywood County,"$49,692"
479077,TN,Henderson County,"$78,890"
479079,TN,Henry County,"$100,263"
479081,TN,Hickman County,"$65,445"
479083,TN,Houston County,"$24,291"
479085,TN,Humphreys County,"$45,090"
479087,TN,Jackson County,"$36,433"
479089,TN,Jefferson County,"$127,793"
479091,TN,Johnson County,"$56,071"
479093,TN,Knox County,"$382,587"
479095,TN,Lake County,"$20,345"
479097,TN,Lauderdale County,"$81,582"
479099,TN,Lawrence County,"$121,788"
479101,TN,Lewis County,"$36,068"
479103,TN,Lincoln County,"$100,927"
479105,TN,Loudon County,"$126,019"
479107,TN,McMinn County,"$140,188"
479109,TN,McNairy County,"$71,985"
479111,TN,Macon County,"$62,834"
479113,TN,Madison County,"$56,280"
479115,TN,Marion County,"$75,818"
479117,TN,Marshall County,"$86,458"
479119,TN,Maury County,"$212,638"
479121,TN,Meigs County,"$31,097"
479123,TN,Monroe County,"$132,485"
479125,TN,Montgomery County,"$76,980"
479127,TN,Moore County,"$17,611"
479129,TN,Morgan County,"$64,946"
479131,TN,Obion County,"$117,171"
479133,TN,Overton County,"$65,471"
479135,TN,Perry County,"$32,660"
479137,TN,Pickett County,"$17,286"
479139,TN,Polk County,"$46,161"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
479141,TN,Putnam County,"$213,085"
479143,TN,Rhea County,"$84,729"
479145,TN,Roane County,"$138,984"
479147,TN,Robertson County,"$151,003"
479149,TN,Rutherford County,"$330,960"
479151,TN,Scott County,"$60,539"
479153,TN,Sequatchie County,"$39,004"
479155,TN,Sevier County,"$243,105"
479157,TN,Shelby County,"$379,412"
479159,TN,Smith County,"$54,933"
479161,TN,Stewart County,"$35,978"
479163,TN,Sullivan County,"$181,911"
479165,TN,Sumner County,"$235,193"
479167,TN,Tipton County,"$133,471"
479169,TN,Trousdale County,"$22,476"
479171,TN,Unicoi County,"$84,676"
479173,TN,Union County,"$59,569"
479175,TN,Van Buren County,"$13,981"
479177,TN,Warren County,"$108,584"
479179,TN,Washington County,"$139,645"
479181,TN,Wayne County,"$40,183"
479183,TN,Weakley County,"$110,352"
479185,TN,White County,"$73,189"
479187,TN,Williamson County,"$149,525"
479189,TN,Wilson County,"$213,187"
480018,TX,Abilene,"$276,039"
480090,TX,Allen,"$138,185"
480132,TX,Amarillo,"$1,461,573"
480222,TX,Arlington,"$2,936,508"
480264,TX,Austin,"$6,770,699"
480390,TX,Baytown City,"$216,182"
480402,TX,Beaumont,"$1,173,715"
480726,TX,Brownsville,"$2,341,119"
480738,TX,Bryan,"$266,623"
480900,TX,Carrollton,"$271,930"
481104,TX,College Station,"$375,804"
481158,TX,Conroe,"$184,786"
481206,TX,Corpus Christi,"$2,377,935"
481338,TX,Dallas,"$13,040,974"
481410,TX,Denison,"$93,569"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
481416,TX,Denton,"$333,363"
481434,TX,Desoto,"$98,502"
481608,TX,Edinburg,"$330,147"
481680,TX,El Paso,"$5,505,709"
481722,TX,Euless City,"$141,986"
481824,TX,Flower Mound Town,"$67,125"
481896,TX,Fort Worth,"$6,389,180"
481944,TX,Frisco,"$201,699"
481986,TX,Galveston,"$385,051"
481998,TX,Garland,"$1,957,251"
482142,TX,Grand Prairie,"$477,324"
482178,TX,Grapevine,"$95,098"
482304,TX,Harlingen,"$281,317"
482514,TX,Houston,"$21,281,790"
482628,TX,Irving,"$1,987,748"
482820,TX,Killeen,"$330,637"
483042,TX,Laredo,"$3,318,839"
483084,TX,League City,"$142,727"
483132,TX,Lewisville,"$243,693"
483246,TX,Longview,"$220,658"
483288,TX,Lubbock,"$1,821,175"
483330,TX,Mc Allen,"$1,473,038"
483348,TX,Mckinney City,"$269,630"
483396,TX,Mansfield,"$85,027"
483438,TX,Marshall,"$114,515"
483546,TX,Mesquite,"$362,305"
483564,TX,Midland,"$307,577"
483606,TX,Mission,"$308,938"
483612,TX,Missouri City,"$94,026"
483798,TX,New Braunfels,"$130,979"
483888,TX,North Richland Hills,"$121,987"
483924,TX,Odessa,"$277,232"
483966,TX,Orange,"$110,436"
484068,TX,Pasadena,"$1,480,165"
484080,TX,Pearland,"$135,704"
484140,TX,Pflugerville City,"$85,257"
484146,TX,Pharr,"$358,590"
484206,TX,Plano,"$446,430"
484248,TX,Port Arthur,"$365,360"
484674,TX,Round Rock,"$214,098"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
484686,TX,Rowlett,"$86,759"
484752,TX,San Angelo,"$209,395"
484758,TX,San Antonio,"$11,293,171"
484770,TX,San Benito,"$122,433"
484812,TX,San Marcos,"$229,123"
484962,TX,Sherman,"$116,255"
485316,TX,Temple,"$198,644"
485340,TX,Texarkana,"$117,950"
485346,TX,Texas City,"$134,635"
485496,TX,Tyler,"$277,117"
485580,TX,Victoria,"$191,621"
485592,TX,Waco,"$1,177,986"
485826,TX,Wichita Falls,"$395,069"
489001,TX,Anderson County,"$150,915"
489003,TX,Andrews County,"$45,711"
489005,TX,Angelina County,"$270,882"
489007,TX,Aransas County,"$64,581"
489009,TX,Archer County,"$33,272"
489011,TX,Armstrong County,"$13,809"
489013,TX,Atascosa County,"$145,835"
489015,TX,Austin County,"$122,532"
489017,TX,Bailey County,"$28,365"
489019,TX,Bandera County,"$56,705"
489021,TX,Bastrop County,"$215,601"
489023,TX,Baylor County,"$29,665"
489025,TX,Bee County,"$86,182"
489027,TX,Bell County,"$254,048"
489029,TX,Bexar County,"$2,063,006"
489031,TX,Blanco County,"$45,508"
489033,TX,Borden County,"$1,578"
489035,TX,Bosque County,"$78,535"
489037,TX,Bowie County,"$121,517"
489039,TX,Brazoria County,"$1,563,227"
489041,TX,Brazos County,"$49,140"
489043,TX,Brewster County,"$56,252"
489045,TX,Briscoe County,"$9,641"
489047,TX,Brooks County,"$33,864"
489049,TX,Brown County,"$145,496"
489051,TX,Burleson County,"$58,576"
489053,TX,Burnet County,"$96,570"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489055,TX,Caldwell County,"$139,105"
489057,TX,Calhoun County,"$75,671"
489059,TX,Callahan County,"$55,128"
489061,TX,Cameron County,"$725,835"
489063,TX,Camp County,"$36,646"
489065,TX,Carson County,"$31,347"
489067,TX,Cass County,"$88,378"
489069,TX,Castro County,"$23,889"
489071,TX,Chambers County,"$79,207"
489073,TX,Cherokee County,"$169,530"
489075,TX,Childress County,"$48,657"
489077,TX,Clay County,"$49,054"
489079,TX,Cochran County,"$12,177"
489081,TX,Coke County,"$10,897"
489083,TX,Coleman County,"$96,053"
489085,TX,Collin County,"$369,624"
489087,TX,Collingsworth County,"$26,934"
489089,TX,Colorado County,"$89,638"
489091,TX,Comal County,"$135,192"
489093,TX,Comanche County,"$81,652"
489095,TX,Concho County,"$26,057"
489097,TX,Cooke County,"$133,562"
489099,TX,Coryell County,"$148,038"
489101,TX,Cottle County,"$12,634"
489103,TX,Crane County,"$10,982"
489105,TX,Crockett County,"$15,119"
489107,TX,Crosby County,"$27,311"
489109,TX,Culberson County,"$10,531"
489111,TX,Dallam County,"$31,509"
489113,TX,Dallas County,"$1,982,890"
489115,TX,Dawson County,"$31,249"
489117,TX,Deaf Smith County,"$53,008"
489119,TX,Delta County,"$27,825"
489121,TX,Denton County,"$439,238"
489123,TX,DeWitt County,"$128,802"
489125,TX,Dickens County,"$19,223"
489127,TX,Dimmit County,"$49,590"
489129,TX,Donley County,"$27,222"
489131,TX,Duval County,"$45,264"
489133,TX,Eastland County,"$84,667"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489135,TX,Ector County,"$115,309"
489137,TX,Edwards County,"$18,587"
489139,TX,Ellis County,"$352,448"
489141,TX,El Paso County,"$655,867"
489143,TX,Erath County,"$144,331"
489145,TX,Falls County,"$89,529"
489147,TX,Fannin County,"$146,222"
489149,TX,Fayette County,"$154,871"
489151,TX,Fisher County,"$20,562"
489153,TX,Floyd County,"$26,961"
489155,TX,Foard County,"$16,105"
489157,TX,Fort Bend County,"$2,855,243"
489159,TX,Franklin County,"$37,154"
489161,TX,Freestone County,"$70,975"
489163,TX,Frio County,"$61,286"
489165,TX,Gaines County,"$48,033"
489167,TX,Galveston County,"$325,151"
489169,TX,Garza County,"$16,456"
489171,TX,Gillespie County,"$112,728"
489173,TX,Glasscock County,"$3,017"
489175,TX,Goliad County,"$39,790"
489177,TX,Gonzales County,"$88,578"
489179,TX,Gray County,"$102,292"
